id,batch,batch__name,employer_name,employer_logo_url,number,gross_total,job_title
4759,25,Dec 16-31 2021 Network Fees,DataCamp (551),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fa/f8/faf8adff8ccdb5fe63f970476595ee6e.png,551-13,1344.0,Software Engineer (JS/TypeScript)
5107,25,Dec 16-31 2021 Network Fees,Stanley Black & Decker (141),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/13/d2/13d2b0e8048908e5f39501150d6d7675.png,141-239,400.0,Front End Developer - React/Javascript
5106,25,Dec 16-31 2021 Network Fees,Etsy (409),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ad/df/addfb6cc6101842f35b3f3867633773d.png,409-12,442.5,"""Senior Product Designer, Buyer Onboarding (W2 or Contract) | Etsy"""
5105,25,Dec 16-31 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-93,440.0,Sr. Interaction Designer
5104,25,Dec 16-31 2021 Network Fees,Nestle (102),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/94/12/9412b276e9bfe5511d0fceaab680f0eb.png,102-17,1728.0,Senior Cloud Security Engineer / Architect
5103,25,Dec 16-31 2021 Network Fees,First Republic Bank (287),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/04/95/0495fe5e5c03fbe30e11cccfb16a6901.png,287-21,540.0,Sr Data Engineer
5102,25,Dec 16-31 2021 Network Fees,Nortal Information Technology Solutions LLC (335),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/07/71/0771ae39fd258e96e9840bb9c2538b82.png,335-45,1040.0,Senior Product Owner
5101,25,Dec 16-31 2021 Network Fees,Nortal Information Technology Solutions LLC (335),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/07/71/0771ae39fd258e96e9840bb9c2538b82.png,335-43,1235.0,Product Manager
5100,25,Dec 16-31 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-272,260.0,Sr. Front End Developer - React Native
5099,25,Dec 16-31 2021 Network Fees,Guardian Life (282),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/a2/b3a205588c5a2ffc2c6bc0890526e43a.png,282-133,480.0,"""Senior Software Engineer (full-stack C#, Angular, CSS) (contract to hire)"""
5098,25,Dec 16-31 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-192,730.72,Software Engineer (Test Focus)
5097,25,Dec 16-31 2021 Network Fees,Med'Advisors (507),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/3c/54/3c54ee9d83b2f6e367d46aaa4aa391eb.png,507-5,72.21,Digital Marketer
5096,25,Dec 16-31 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-274,480.0,Senior React Native Engineer
5095,25,Dec 16-31 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-194,734.4,Software Engineer (Test Focus)
5094,25,Dec 16-31 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-48,1627.08,Lead UX designer
5093,25,Dec 16-31 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-47,3039.04,Lead UX/Service Designer (McKinsey)
5092,25,Dec 16-31 2021 Network Fees,Freedom Financial Network (439),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fa/44/fa44a5075f2e7b39f2a9e9552dfa75e6.png,439-37,635.7,Senior UX Designer
5091,25,Dec 16-31 2021 Network Fees,minds + assembly (536),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/1f/30/1f307a6ada63e16894eb663828e3d836.png,536-9,280.0,Front End Developer
5090,25,Dec 16-31 2021 Network Fees,"Cookie.AI, Inc. (87)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/3a/e6/3ae63f41d235ed0ca29ff2257f848722.png,87-5,240.0,Frontend SDET Engineer
5089,25,Dec 16-31 2021 Network Fees,"Cookie.AI, Inc. (87)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/3a/e6/3ae63f41d235ed0ca29ff2257f848722.png,87-4,240.0,Frontend SDET Engineer
5088,25,Dec 16-31 2021 Network Fees,Curve Health (149),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fc/0c/fc0c74f3448db197e9097c346cac6d7b.png,149-91,160.0,Data Engineer
5087,25,Dec 16-31 2021 Network Fees,Nextdoor (173),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/69/fd/69fd805add7d1557b7696542f537ce86.png,173-87,704.0,Backend Developer
5086,25,Dec 16-31 2021 Network Fees,Freedom Financial Network (439),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fa/44/fa44a5075f2e7b39f2a9e9552dfa75e6.png,439-36,972.0,Senior Software Engineer CX (node.js/React)
5085,25,Dec 16-31 2021 Network Fees,Freedom Financial Network (439),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fa/44/fa44a5075f2e7b39f2a9e9552dfa75e6.png,439-35,520.0,Full Stack Software Engineer - Node.js/React/Python (Contract or Contract to Hire)
5084,25,Dec 16-31 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-273,280.0,TaskRabbit Full Stack Engineer
5083,25,Dec 16-31 2021 Network Fees,Crosslake Technologies (437),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/bf/e1/bfe1ac0d2f4fc9ffc286b975b91bc80b.png,437-16,914.56,Senior Full-Stack Engineer (Ruby on Rails)
5082,25,Dec 16-31 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-98,780.0,Growth - Marketing Automation
5081,25,Dec 16-31 2021 Network Fees,"Zippity, Inc (434)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/d5/6d/d56d604b86700696d0a1ff2a12078ec8.png,434-46,270.0,Frontend Software Developer (React)
5080,25,Dec 16-31 2021 Network Fees,HOVER Inc. (139),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/d5/e3/d5e3579c353184ae145c0ae058ce3014.png,139-16,320.0,Sr Front-End Engineer
5079,25,Dec 16-31 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-187,472.0,"""Sr. Product Designer, Sell Side"""
5078,25,Dec 16-31 2021 Network Fees,Deloitte (47),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/17/04/17045c8e6200a63e46c9d91a43e9fbd0.png,47-55,1352.0,Product Owner
5077,25,Dec 16-31 2021 Network Fees,Home Care Assistance (193),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/59/5d/595d0e63043132278f4081f47aaea243.png,193-91,240.0,Tableau Developer
5076,25,Dec 16-31 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-46,1501.92,Lead Visual Designer
5075,25,Dec 16-31 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-99,396.0,Data Analyst / Growth Operations
5074,25,Dec 16-31 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-49,1627.6,Product Designer
5073,25,Dec 16-31 2021 Network Fees,Booster Fuels (160),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b8/a7/b8a7adf2d4d8566bf33499f134f2b7a9.png,160-5,440.0,"""Product Manager, Fleet"""
5072,25,Dec 16-31 2021 Network Fees,Guardian Life (282),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/a2/b3a205588c5a2ffc2c6bc0890526e43a.png,282-134,250.0,Embedded Recruiter
5071,25,Dec 16-31 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-207,128.58,Rockstar UI/UX and Web Designer
5070,25,Dec 16-31 2021 Network Fees,Fabric (214),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/0d/e6/0de689d72125d61ae5f3c84be22d2a3b.png,214-102,420.0,Sr. UX Designer (contract-to-hire)
5069,25,Dec 16-31 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-188,374.0,Sr Visual Designer
5068,25,Dec 16-31 2021 Network Fees,Home Care Assistance (193),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/59/5d/595d0e63043132278f4081f47aaea243.png,193-92,12.0,Tableau Developer
5067,25,Dec 16-31 2021 Network Fees,PitchHub (556),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/1c/fb/1cfbfe499929b7aabb9721f485c586a9.png,556-7,104.52,Video Editor - Project Manager
5066,25,Dec 16-31 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-53,1627.08,Senior Product Designer-McKinsey
5065,25,Dec 16-31 2021 Network Fees,"Zippity, Inc (434)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/d5/6d/d56d604b86700696d0a1ff2a12078ec8.png,434-47,340.0,Frontend Software Developer (React)
5064,25,Dec 16-31 2021 Network Fees,iRacing (590),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/49/09/49095e9b3053fb97b0c7124a5d8e06c3.png,590-6,300.0,Senior Web Developer - React/Redux
5063,25,Dec 16-31 2021 Network Fees,Stanley Black & Decker (141),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/13/d2/13d2b0e8048908e5f39501150d6d7675.png,141-243,384.0,Senior Backend Developer
5062,25,Dec 16-31 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-52,600.0,Product Designer
5061,25,Dec 16-31 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-189,316.8,"""Sr. Product Designer, Sell Side"""
5060,25,Dec 16-31 2021 Network Fees,"Keller Williams Realty, Inc. (199)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/95/80/958060ba71b5b4fa3a19f38d10c53317.png,199-18,288.0,UX Designer (KW Product Team) - 6 month Contract to Hire
5059,25,Dec 16-31 2021 Network Fees,NextRoll (418),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/32/6e/326e7d7baa2ec0883353db64d326b231.png,418-20,360.0,Senior Product Designer
5058,25,Dec 16-31 2021 Network Fees,Guardian Life (282),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/a2/b3a205588c5a2ffc2c6bc0890526e43a.png,282-136,440.0,Product manager
5057,25,Dec 16-31 2021 Network Fees,Guardian Life (282),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/a2/b3a205588c5a2ffc2c6bc0890526e43a.png,282-135,480.0,Sr. DevOps Engineer
5056,25,Dec 16-31 2021 Network Fees,Snowcrash (605),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/0f/5e/0f5e4a15d70bab422182ce9a2f2ad133.png,605-5,280.0,Rust Engineer
5055,25,Dec 16-31 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-197,378.0,Software Engineer (Test Focus)
5054,25,Dec 16-31 2021 Network Fees,Stanley Black & Decker (141),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/13/d2/13d2b0e8048908e5f39501150d6d7675.png,141-242,360.0,QA Engineer
5053,25,Dec 16-31 2021 Network Fees,Cisco (468),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/2f/7b/2f7b8914a7cd075cd4dfefaeb19b039f.png,468-10,1202.7,Design Prototyper
5052,25,Dec 16-31 2021 Network Fees,Twitter (452),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/cb/53/cb530b2cfbcae799db729aa2546edd63.png,452-15,1344.0,Sr. Product Designer
5051,25,Dec 16-31 2021 Network Fees,American Innovations (311),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/48/99/4899181c6bd21ff92e36ebe5e6d0dda0.png,311-6,480.0,Firmware QA Test Engineer
5050,25,Dec 16-31 2021 Network Fees,Colgate Palmolive (280),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e2/84/e2842c3a5f05d2a0623544604097751c.png,280-39,277.5,Brand Design Manager
5049,25,Dec 16-31 2021 Network Fees,Colgate Palmolive (280),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e2/84/e2842c3a5f05d2a0623544604097751c.png,280-38,322.5,Brand Design Manager
5048,25,Dec 16-31 2021 Network Fees,Colgate Palmolive (280),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e2/84/e2842c3a5f05d2a0623544604097751c.png,280-37,107.5,Brand Design Manager
5047,25,Dec 16-31 2021 Network Fees,Nextdoor (173),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/69/fd/69fd805add7d1557b7696542f537ce86.png,173-88,936.0,Front End Developer
5046,25,Dec 16-31 2021 Network Fees,DataCamp (551),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fa/f8/faf8adff8ccdb5fe63f970476595ee6e.png,551-9,800.0,Software Engineer (JS/TypeScript)
5045,25,Dec 16-31 2021 Network Fees,B2B Wave (215),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/3c/103c2bc84c2a78ceaf8d6053dd780928.png,215-39,101.09,React Native Developer (Android & iOS)
5044,25,Dec 16-31 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-51,2190.3,Design Director-McKinsey
5043,25,Dec 16-31 2021 Network Fees,Sartorial Group (379),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,379-5,400.0,iOS Engineer
5042,25,Dec 16-31 2021 Network Fees,Versusgame (152),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/6b/a7/6ba7e34d86bb08a4cb79cfb8ae8b0d1b.png,152-27,400.0,Sr. Fullstack Engineer (Node+React) (contract-to-hire)
5041,25,Dec 16-31 2021 Network Fees,Tellimer (577),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/74/c374c57b8bb43f665c82915844cb25c9.png,577-12,800.0,Senior Frontend Engineer (React + GraphQL)
5040,25,Dec 16-31 2021 Network Fees,Curve Health (149),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fc/0c/fc0c74f3448db197e9097c346cac6d7b.png,149-92,280.0,Frontend / Mobile Engineer
5039,25,Dec 16-31 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-50,2110.19,Lead UX Designer
5038,25,Dec 16-31 2021 Network Fees,Consumer Social Company (Stealth) (639),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,639-3,560.0,Full Stack Developer
5037,25,Dec 16-31 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-196,1320.0,Software Engineer (Test Focus)
5036,25,Dec 16-31 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-208,50.0,Associate QA Engineer
5035,25,Dec 16-31 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-100,48.0,Growth Team Technical Onboarding Director
5034,25,Dec 16-31 2021 Network Fees,Software Habit Inc. (596),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,596-9,747.0,Senior Front-end Engineer
5033,25,Dec 16-31 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-195,600.0,Research Engineer / Cryptoeconomist
5032,25,Dec 16-31 2021 Network Fees,Minds (517),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/03/f8/03f85ecbf0d44cae7274c21a376dcd85.png,517-2,768.0,QA Engineer (Cypress + Javascript/Typescript)
5031,25,Dec 16-31 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-55,903.5,Design Director-McKinsey
5030,25,Dec 16-31 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-94,524.0,Video Editor
5029,25,Dec 16-31 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-209,200.0,React Native Developer
5028,25,Dec 16-31 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-101,200.0,Growth - Marketing Automation
5027,25,Dec 16-31 2021 Network Fees,Fulcrum Workforce Solutions (366),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/f5/33/f53348f9e7f54c78038dfa7fe1f44bf9.png,366-86,300.0,Digital Science – Digital Best Practices App
5026,25,Dec 16-31 2021 Network Fees,Jackson Family Wines (351),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/14/69/1469a97b97b20026b7b928f8ec8d0de9.png,351-71,272.0,"""Full Stack Web Developer - Drupal, PHP, JavaScript"""
5025,25,Dec 16-31 2021 Network Fees,Solvvy (34),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/d6/ebd62947e10320c1aca8580fdfe30ea7.png,34-45,400.0,Senior Product Designer
5024,25,Dec 16-31 2021 Network Fees,Curve Health (149),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fc/0c/fc0c74f3448db197e9097c346cac6d7b.png,149-93,300.0,Frontend / Mobile Engineer
5023,25,Dec 16-31 2021 Network Fees,Home Care Assistance (193),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/59/5d/595d0e63043132278f4081f47aaea243.png,193-94,224.0,Tableau Developer
5022,25,Dec 16-31 2021 Network Fees,Home Care Assistance (193),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/59/5d/595d0e63043132278f4081f47aaea243.png,193-93,280.0,Tableau Developer
5021,25,Dec 16-31 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-54,5927.5,Design Director-McKinsey
5020,25,Dec 16-31 2021 Network Fees,Fountain Ventures (22),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,22-9,11215.18,Build out spec + customer development for new Tokenized eCommerce Influencer platform
5109,25,Dec 16-31 2021 Network Fees,Nextdoor (173),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/69/fd/69fd805add7d1557b7696542f537ce86.png,173-86,280.0,Full Stack Developer (React/Python/Django) - 2x roles
5019,25,Dec 16-31 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-275,220.0,TaskRabbit Full Stack Engineer
5018,25,Dec 16-31 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-202,604.25,Distributed Systems Engineer
5017,25,Dec 16-31 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-201,1059.25,Distributed Systems Engineer
5016,25,Dec 16-31 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-200,878.75,Distributed Systems Engineer
5015,25,Dec 16-31 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-199,1132.5,Distributed Systems Engineer
5014,25,Dec 16-31 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-198,696.25,Distributed Systems Engineer
5013,25,Dec 16-31 2021 Network Fees,Noumena Partners (146),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/f1/51/f1516f2ed216783eb49080eec1d9a6ff.png,146-38,1347.32,Full Stack Developer (Backend Focus)
5012,25,Dec 16-31 2021 Network Fees,Jackson Family Wines (351),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/14/69/1469a97b97b20026b7b928f8ec8d0de9.png,351-72,220.0,UX / Service Designer
5011,25,Dec 16-31 2021 Network Fees,Freedom Financial Network (439),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fa/44/fa44a5075f2e7b39f2a9e9552dfa75e6.png,439-38,1144.0,Software Engineer- Full Stack node.js/React
5010,25,Dec 16-31 2021 Network Fees,Home Care Assistance (193),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/59/5d/595d0e63043132278f4081f47aaea243.png,193-96,968.0,Senior DevOps Engineer
5009,25,Dec 16-31 2021 Network Fees,Fabric (214),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/0d/e6/0de689d72125d61ae5f3c84be22d2a3b.png,214-103,340.0,Technical Writer
5008,25,Dec 16-31 2021 Network Fees,Home Care Assistance (193),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/59/5d/595d0e63043132278f4081f47aaea243.png,193-95,528.0,Senior DevOps Engineer
5007,25,Dec 16-31 2021 Network Fees,IDX Digital Assets (634),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/43/2b/432bfba9afc9ee5afcf5474971b2c1b0.png,634-1,60.66,DeFi Technical Copywriter
5006,25,Dec 16-31 2021 Network Fees,McKinsey & Company (541),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/7f/eb7f1c36bfed99d95ba32795ca57ce0e.png,541-56,589.82,Lead UX designer
5005,25,Dec 16-31 2021 Network Fees,Colgate Palmolive (280),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e2/84/e2842c3a5f05d2a0623544604097751c.png,280-40,461.7,Sr. Editorial Content Writer
5004,25,Dec 16-31 2021 Network Fees,Flylance (473),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/db/d0/dbd018806dbcaff11906199a3f999381.png,473-7,560.0,Sr. Front End Developer - Fintech
5003,25,Dec 16-31 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-102,480.0,Engineering Manager / Tech Lead
5002,25,Dec 16-31 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-118,3808.0,Sr. iOS Developer
5001,25,Dec 16-31 2021 Network Fees,Big Sky Health (14),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c7/a7/c7a78efbee72ee6f29a998ca17297435.png,14-30,1012.0,QA Engineer
5000,25,Dec 16-31 2021 Network Fees,American Eagle Outfitters (249),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/70/0a/700a1056b716d5c04c9f2de37ace4358.png,249-34,1200.0,Sr. Back End Engineer/Architect- Customer Data Platform (CDP).
4999,25,Dec 16-31 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-103,747.0,Senior Copy Writer
4998,25,Dec 16-31 2021 Network Fees,Freedom Financial Network (439),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fa/44/fa44a5075f2e7b39f2a9e9552dfa75e6.png,439-39,936.0,Full Stack Software Engineer - Node.js/React/Python (Contract or Contract to Hire)
4997,25,Dec 16-31 2021 Network Fees,Guardian Life (282),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/a2/b3a205588c5a2ffc2c6bc0890526e43a.png,282-137,384.0,"""Senior Software Engineer (full-stack C#, Angular, CSS) (contract to hire)"""
4996,25,Dec 16-31 2021 Network Fees,MAJR (520),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e9/fa/e9fab1150649843435645564660d8877.png,520-9,138.0,Senior Full Stack Developer
4995,25,Dec 16-31 2021 Network Fees,Nextdoor (173),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/69/fd/69fd805add7d1557b7696542f537ce86.png,173-89,224.0,Full Stack Developer (React/Python/Django) - 2x roles
4994,25,Dec 16-31 2021 Network Fees,Parsley Health (570),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/dc/2d/dc2df4ed82e5661508f77950473413a4.png,570-2,685.92,Product Designer
4993,25,Dec 16-31 2021 Network Fees,American Eagle Outfitters (249),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/70/0a/700a1056b716d5c04c9f2de37ace4358.png,249-33,2436.0,Sr. Back End Engineer/Architect- Payment Platforms
4992,25,Dec 16-31 2021 Network Fees,IDX Digital Assets (634),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/43/2b/432bfba9afc9ee5afcf5474971b2c1b0.png,634-2,20.22,DeFi Technical Copywriter
4991,25,Dec 16-31 2021 Network Fees,Lucra Sports (265),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c5/ac/c5ac368ef694d0d094735485679c245a.png,265-19,1056.0,Lead iOS Developer
4990,25,Dec 16-31 2021 Network Fees,Teladoc (292),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/22/ac/22ac988f1b4664a8d6b1d01d6c2689ea.png,292-43,1000.0,"""Senior Product Designer, Provider Experience"""
5145,25,Dec 16-31 2021 Network Fees,NextRoll (418),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/32/6e/326e7d7baa2ec0883353db64d326b231.png,418-19,360.0,Senior Product Designer
4989,25,Dec 16-31 2021 Network Fees,First Republic Bank (287),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/04/95/0495fe5e5c03fbe30e11cccfb16a6901.png,287-22,432.0,Sr Data Engineer
4988,25,Dec 16-31 2021 Network Fees,Etsy (409),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ad/df/addfb6cc6101842f35b3f3867633773d.png,409-14,320.0,"""Senior Product Designer, Cross-Marketplace Experience (Option for W2 or Contract) | Etsy"""
